repair,model,iteration,nmut,mutation,ADQbefore,ADQafter,deltaED,EDbefore,EDafter,EDbeforeInitial,EDafterInitial,COMPbefore,COMPafter,description
TRUNCATION_2PERCENT,MOBILE_MEDIA_V5_TO_V6,0,0,,,0.99969482421875,,,5.0,,0.0,,3.0,
TRUNCATION_2PERCENT,MOBILE_MEDIA_V5_TO_V6,0,1,AndToAlt,0.99969482421875,0.9999122619628906,6.0,5.0,10.0,0.0,6.0,3.0,3.0,AndToAlt Photomanagement from AND TO ALT
TRUNCATION_2PERCENT,MOBILE_MEDIA_V5_TO_V6,0,2,OptToMand,0.9999122619628906,0.9999198913574219,1.0,10.0,9.0,6.0,7.0,3.0,3.0,OptToMand Sendphoto from OPTIONAL TO MANDATORY
TRUNCATION_2PERCENT,MOBILE_MEDIA_V5_TO_V6,0,3,OptToMand,0.9999198913574219,0.9999237060546875,1.0,9.0,8.0,7.0,8.0,3.0,3.0,OptToMand Receivephoto from OPTIONAL TO MANDATORY
TRUNCATION_2PERCENT,MOBILE_MEDIA_V5_TO_V6,0,4,MandToOpt,0.9999237060546875,0.9999198913574219,1.0,8.0,9.0,8.0,7.0,3.0,3.0,MandToOpt Receivephoto from MANDATORY TO OPTIONAL
TRUNCATION_2PERCENT,MOBILE_MEDIA_V5_TO_V6,0,5,OptToMand,0.9999198913574219,0.9999237060546875,1.0,9.0,8.0,7.0,8.0,3.0,3.0,OptToMand Receivephoto from OPTIONAL TO MANDATORY
TRUNCATION_2PERCENT,MOBILE_MEDIA_V5_TO_V6,0,6,MandToOpt,0.9999237060546875,0.9999198913574219,1.0,8.0,9.0,8.0,9.0,3.0,3.0,MandToOpt Setfavorites from MANDATORY TO OPTIONAL
TRUNCATION_2PERCENT,MOBILE_MEDIA_V5_TO_V6,0,7,OptToMand,0.9999198913574219,0.9999237060546875,1.0,9.0,8.0,9.0,8.0,3.0,3.0,OptToMand Setfavorites from OPTIONAL TO MANDATORY
TRUNCATION_2PERCENT,MOBILE_MEDIA_V5_TO_V6,0,8,AndToAlt,0.9999237060546875,0.9999198913574219,1.0,8.0,9.0,8.0,9.0,3.0,3.0,AndToAlt SMStranfer from AND TO ALT
TRUNCATION_2PERCENT,MOBILE_MEDIA_V5_TO_V6,0,9,AltToAnd,0.9999198913574219,0.9999237060546875,1.0,9.0,8.0,9.0,8.0,3.0,3.0,AltToAnd SMStranfer from ALT TO AND
